short_name,name,lat,lon,tripcount,roundtrips
31092,Langston Blvd & N Monroe St,38.896456,-77.104562,13490,503
31093,21st St & N Pierce St,38.898984,-77.078317,26702,579
31094,Langston Blvd & N Kirkwood St,38.895377,-77.09713,14759,381
31279,19th & G St NW,38.898412,-77.043182,119992,1257
31522,2nd St & Seaton Pl NE,38.91475110883116,-77.00356006622314,39075,762
31902,Wilson Blvd & N Illinois St ,38.876528,-77.12712,15656,735
31095,Army Navy Dr & S Nash St,38.86215024521491,-77.06812083721161,7565,256
31293,Thomas Jefferson St NW & Water/K St NW,38.902826,-77.060173,89760,2813
31280,11th & S St NW,38.913761,-77.027025,155934,1669
31096,Walter Reed Dr & 8th St S,38.86612,-77.08787,12239,617
31639,2nd & G St NE,38.89967,-77.003666,156848,1978
31281,8th & O St NW,38.90864,-77.02277,299057,3193
31411,Georgia & Missouri Ave NW,38.961339,-77.027855,17829,673
31712,Oklahoma Ave & D St NE,38.894474,-76.974828,48883,2619
31640,Maryland Ave & E St NE,38.8962260397813,-76.99278563261032,105292,1587
31518,New York Ave & Hecht Ave NE,38.915604,-76.983683,64955,1859
31316,Yuma St & Tenley Circle NW,38.946182,-77.08059,10560,184
32051,Connecticut Ave & Chevy Chase Lake Dr,38.994113,-77.076986,5805,412
32052,Key West Ave & Siesta Key Way,39.105295,-77.194774,2258,422
31900,Langston Blvd & N Woodstock St,38.898301,-77.118009,9541,502
31097,Saint Asaph St & Madison St,38.812718,-77.044097,29254,1229
31098,King St Metro North / Cameron St,38.80704,-77.059817,42209,1194
31099,Madison St & N Henry St,38.813485,-77.049468,15515,468
32053,Medical Center Metro ,38.999378,-77.097882,10891,267
31901,Washington Blvd & N Frederick St,38.884829,-77.127671,6819,254
31317,Wisconsin Ave & Ingomar St NW,38.958267,-77.084636,17496,396
31122,16th & Irving St NW,38.928893,-77.03625,86807,985
31282,16th & R St NW,38.912652,-77.036278,133504,1434
32054,Lyttonsville Rd & Lyttonsville Pl,38.999679,-77.051168,3898,671
32055,Woodmont Ave & Strathmore St,38.979875,-77.093522,27268,1662
31283,14th & L St NW,38.903658,-77.031737,140229,1965
31519,1st & O St NW,38.908643,-77.012365,113806,1303
31811,South Capitol & Atlantic St SW,38.831516,-77.008133,2772,258
31284,18th & C St NW,38.893511,-77.041544,72986,3197
31285,22nd & P ST NW,38.909394,-77.048728,152821,3122
32056,East West Hwy & 16th St,38.995681,-77.038721,8098,738
31903,Royal St & Wilkes St,38.799267,-77.0447,18189,2188
31123,14th & Girard St NW,38.925284,-77.032375,71026,877
31910,Potomac Ave & Main Line Blvd,38.822738,-77.049265,14279,968
31286,11th & O St NW,38.90843,-77.02714,152542,1895
31287,10th St & L'Enfant Plaza SW,38.88432272414662,-77.02601015567778,69049,2656
31318,Connecticut Ave & Yuma St NW,38.947156,-77.065115,28301,832
31641,2nd St & Massachusetts Ave NE,38.894972,-77.003135,154682,1929
31908,Radford St & Osage St,38.828437,-77.086031,5132,377
31904,East Falls Church Metro / Sycamore St & 19th St N,38.88532071975074,-77.15642720460892,19302,1132
31905,Kennebec St & 11th St N,38.880992,-77.135271,13885,1171
31906,Commonwealth Ave & Oak St,38.812711,-77.061715,9889,476
31913,Commonwealth Ave & E Monroe Ave,38.82005823354218,-77.06282079219818,9733,464
31288,4th St & Madison Dr NW,38.8904955,-77.0172465,371504,22310
31289,Henry Bacon Dr & Lincoln Memorial Circle NW,38.890539,-77.049383,369818,16208
31290,17th St & Independence Ave SW,38.888097,-77.038325,255417,16148
31907,Franklin St & S Washington St,38.798133,-77.0487,23554,2268
31909,Mount Vernon Ave & Four Mile Run Park,38.843422,-77.064016,14145,1651
31642,4th St & K St NW,38.90240556584194,-77.01600551605225,86716,1851
31912,Mount Vernon Ave & Bruce St,38.841291,-77.063093,7473,407
31914,Lee Center,38.797557,-77.053766,10630,362
31915,Powhatan St & Bashford Ln,38.818748,-77.047783,13564,507
31916,Potomac Ave & Swann Ave,38.829545,-77.047844,39606,4036
31124,14th & Irving St NW,38.928552,-77.032224,217892,2340
31291,Vermont Ave & I St NW,38.901136451737045,-77.03445106744766,119583,2517
31319,Wisconsin Ave & Brandywine St NW,38.949813,-77.080217,19513,348
31520,24th & R St NE / National Arboretum,38.91263,-76.971923,32669,7668
31713,Division Ave & Foote St NE,38.897407,-76.925907,1675,237
31812,16th & Q St SE / Anacostia HS,38.870695,-76.982359,6476,704
32200,Spring Hill Metro,38.929261,-77.240654,2069,370
32201,Westpark Dr & Leesburg Pike,38.92403,-77.235955,1676,299
32202,Solutions Dr. & Greensboro Dr,38.92313401027052,-77.23066519127526,70,6
32203,Tysons One Pl & Chain Bridge Rd,38.919475,-77.221179,2403,386
32204,Tysons Corner Station,38.920939,-77.222115,9453,149
32205,Westpark & Jones Branch Dr,38.924437,-77.217664,4913,282
32206,Jones Branch & Westbranch Dr,38.931911,-77.219261,1449,165
32207,Westpark & Park Run Dr,38.928919,-77.225394,2513,264
32208,Tysons West Transit Center,38.932636,-77.231825,1172,157
32209,North Shore & Cameron Crescent Dr/Crescent Apartments,38.970046,-77.338686,881,140
32210,Town Center Pkwy & Bowman Towne Dr,38.962524,-77.361902,1996,353
32211,Reston Regional Library,38.962095,-77.358815,680,176
32212,New Dominion Pkwy & Fountain Dr,38.960574,-77.356324,2285,487
32213,Sunset Hills & Old Reston Ave,38.955079,-77.351649,6517,986
32214,Reston Town Center Transit Station,38.957037,-77.359718,11517,1266
31643,1st & D St SE,38.884916,-77.005965,115832,1885
32215,Wiehle Ave & Reston Station Blvd,38.94660792121498,-77.3393914103508,15390,526
32216,Library St & Freedom Dr,38.959633,-77.358741,3426,624
32217,Sunset Hills Rd & Discovery Square,38.95534,-77.357611,3328,94
31292,22nd St & Constitution Ave NW,38.892441,-77.048947,71929,3739
31714,61st St & Banks Pl NE,38.891805,-76.913563,1553,337
32218,Temporary Rd & Old Reston Ave,38.960084,-77.353414,3484,501
32219,Reston YMCA,38.955314,-77.368416,2885,493
32220,Sunset Hills Rd & Isaac Newton Square,38.951443,-77.340377,10378,1585
31917,N Lynn St & Fairfax Dr,38.89386,-77.070862,51195,1321
31414,Georgia Ave & Piney Branch Rd NW,38.967505,-77.027976,10502,402
32221,Greensboro & International Dr,38.923083,-77.227417,1468,116
31918,Madison St & Fairfax St,38.812351,-77.040691,31044,2163
32058,Sligo Ave & Carroll Ln,38.990874,-77.016311,7511,342
31125,15th & W St NW,38.9190185,-77.034449,181743,1910
31644,12th St & Pennsylvania Ave SE,38.882489,-76.990121,49250,800
31412,3rd St & Riggs Rd NE,38.957463,-77.002239,10467,689
31919,Carlin Springs Rd & N Thomas St,38.876695,-77.112982,12777,851
32222,Towers Crescent Dr & Tysons One Pl,38.915246,-77.220157,1088,113
31645,6th & K St NE,38.90293157359119,-76.99840486049652,65445,752
32057,Pooks Hill Rd & Linden Ave,39.014716,-77.107143,3703,667
32059,Takoma Park Rec Center,38.98265,-76.988311,1944,331
32061,New Hampshire & Kirklynn Ave,38.988101,-76.988422,1692,248
32062,Wheaton Metro / Georgia Ave & Reedie Dr,39.038423828518326,-77.05102041363716,4814,293
32063,Amherst Ave & Elkins St,39.044887,-77.047788,2626,770
32064,Amherst Ave & Prichard Rd,39.035965,-77.048395,1636,410
32065,Grandview & Blueridge Ave,39.043272,-77.053085,3117,242
32066,Windham Ln & Amherst Ave,39.032029,-77.04735,2009,428
32223,North Shore Dr & Village Rd,38.970412,-77.340787,2669,498
32224,Town Center Pkwy & Sunset Hills Rd,38.955170598044894,-77.3630940914154,2381,259
31413,3rd & Underwood St NW,38.968834,-77.016258,11359,485
31521,18th & Monroe St NE,38.93293,-76.979517,8106,275
31294,7th & E St SW,38.88345,-77.021741,57949,1336
32067,Shady Grove Metro East,39.121327,-77.164969,7584,88
31295,Potomac & M St NW,38.905368,-77.065149,121769,1885
31296,Columbia & Ontario Rd NW,38.924088,-77.040787,115572,1276
31920,Washington-Liberty High School / N Stafford St & Generals Way,38.888282,-77.111066,11958,554
31921,Westover Library / Washington Blvd & N McKinley Rd,38.886048,-77.142317,4671,260
31923,Columbia Pike & George Mason Dr,38.85930561998234,-77.10201859474182,5015,491
31925,Crystal Dr & Potomac Ave,38.84829304357825,-77.05119105703747,7660,210
32068,Columbus Ave & Tribeca St,39.12582811177034,-77.16705948114395,5000,148
32069,Columbus Ave & Gramercy Blvd,39.12333,-77.16486,1535,264
32225,Reston Pkwy & Spectrum Dr,38.964207741006206,-77.35428035259247,1234,184
32070,Key West Ave & Great Seneca Hwy,39.105642,-77.20386,837,222
31297,Virginia Ave & 25th St NW,38.8995,-77.054155,55511,1758
31298,15th & M St NW,38.905424,-77.034674,125429,1773
31126,11th & Girard St NW,38.925636,-77.027112,110038,1438
31299,Connecticut Ave & R St NW,38.912644,-77.04564,121408,1370
31924,Wilson Blvd & N Troy St,38.892556,-77.082089,20072,523
31320,American University East Campus,38.936298,-77.087128,15539,423
31321,15th St & Constitution Ave NW,38.892244,-77.033234,203242,15568
31128,23rd & M St NW,38.905303,-77.050264,165956,3050
32071,Corporate Blvd & Omega Dr,39.106971,-77.192645,1677,396
32072,Key West Ave & Diamondback Dr,39.106152,-77.202354,1278,300
31813,Alabama Ave & Stanton Rd SE / Shops at Park Village,38.84627,-76.98185,3378,256
31814,Mississippi Ave & 19th St SE / THEARC,38.84377,-76.97557,1366,248
31815,19th & Savannah St SE,38.84623,-76.97703,675,86
31816,4th St & Mississippi Ave SE,38.836,-77.0009,3710,860
31817,1st & S Capitol St SE / Oxon Run Trail,38.824481,-77.005497,3759,921
31818,Livingston Rd & 3rd St SE,38.82373,-77.00223,2183,331
31819,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,38.81909,-77.01033,389,102
31715,37th & Ely Pl SE,38.883011,-76.949709,606,81
31129,15th St & Pennsylvania Ave NW,38.89646474748647,-77.0333808660507,135564,7153
31646,Maine Ave & 9th St SW,38.88044,-77.025236,124586,3198
31523,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,38.915,-77.0078,32609,439
32073,Blueridge Ave & Elkin St,39.04313,-77.05006,892,219
31415,Georgia Ave & Kennedy St NW,38.95674,-77.02791,8212,249
31647,7th St & Massachusetts Ave NE,38.89222,-76.99602,56473,1027
31820,Anacostia Park,38.87335,-76.9834,23574,6216
32074,Twinbrook Metro,39.062041,-77.120776,4000,364
32075,White Flint Metro,39.04753,-77.11287,7476,209
32076,Citadel Ave & McGrath Blvd,39.049,-77.10933,2651,281
32077,Rockville Pike & Old Georgetown Rd,39.049765,-77.11368,2725,236
32078,Woodglen Dr & Executive Blvd,39.04317,-77.1135,6717,800
32079,Executive Blvd & E Jefferson St,39.04873,-77.1257,4925,152
32080,Fishers Ln & Rock Creek Mill Rd,39.0629,-77.113454,2171,279
32081,Congressional Ln & E Jefferson St,39.06219,-77.129235,3917,699
32082,Garland Ave & Walden Rd,39.00048,-77.00077,2148,234
32083,Rockville Pike & Meeting St,39.050539,-77.115212,3153,397
32227,Greensboro & Pinnacle Dr,38.92245,-77.23034,642,103
32400,1301 McCormick Dr / Wayne K. Curry Admin Bldg,38.908391,-76.843263,915,210
32401,Largo Town Center Metro,38.899811,-76.844604,1769,385
32402,Baltimore Ave & Van Buren St / Riverdale Park Station,38.969581,-76.937349,4803,913
32403,Baltimore Ave & Jefferson St,38.95548,-76.940133,5049,877
32404,Perry & 35th St,38.936213,-76.960054,2794,257
31648,Potomac Ave & Half St SW,38.86968314861632,-77.01081544160843,25442,632
32405,Largo Rd & Campus Way / Prince Georges's Comm Col,38.88994,-76.825535,1100,283
31822,Stanton Square SE,38.855004,-76.984512,1300,52
31649,14th & Newton St NW,38.931991,-77.032956,54007,961
31322,48th Pl & MacArthur Blvd NW,38.9170363119413,-77.0957824587822,8413,490
31416,14th & Luzon St NW,38.969489,-77.033509,6972,692
31650,1st & M St SE,38.876893,-77.006072,62022,1310
32406,Fleet St & Waterfront St,38.782633,-77.016059,6750,2132
32407,Oxon Hill Park & Ride,38.798749,-77.00103,744,179
31651,11th & Park Rd NW,38.93132185874559,-77.02824711799622,52115,880
31652,4th & M St SE,38.876751,-77.000736,58013,1202
31417,Kansas Ave & Sherman Cr NW,38.94796174822241,-77.02154964208603,20876,820
32228,Campus Commons,38.944707,-77.335425,372,95
32229,Park Run & Onyx Dr,38.92755,-77.226644,3852,278
31653,7th & K St NW,38.902674,-77.021392,72699,1190
31654,King Greenleaf Rec Center,38.876211,-77.012443,18555,509
31524,Montello Ave & Holbrook Terr NE,38.907444,-76.986813,21398,483
31655,New Jersey Ave & F St NW,38.897108,-77.011616,69982,1752
31656,Maryland Ave & 17th St NE,38.901935,-76.978627,17433,414
31657,Massachusetts Ave & 6th St NE,38.892934,-76.998273,40006,816
31323,Woodley Park Metro / Calvert St & Connecticut Ave NW,38.923389,-77.051833,60103,1543
32230,McLean Metro,38.92400207520182,-77.20812678337097,881,151
31525,Trinidad Rec Center,38.906299,-76.983221,7182,206
31658,Rosedale Rec Center,38.897808,-76.979634,16003,427
31659,11th & C St SE,38.885908,-76.991476,33875,958
31418,New Hampshire & Gallatin St NW,38.951596,-77.012808,11801,416
31823,United Medical Center,38.835737,-76.983144,508,94
31324,18th & New Hampshire Ave NW,38.911268,-77.041829,88554,1056
32231,Dunn Loring Metro,38.8828,-77.2283,5026,969
32408,Oglethorpe St & 42nd Ave,38.959361,-76.946361,2481,497
32409,Southern Ave Metro,38.840107,-76.9753,459,45
32410,Queens Chapel & Hamilton St,38.9546,-76.9595,2693,358
32411,Northwestern High School,38.975505,-76.952199,1272,260
32412,New Hampshire Ave & East-West Hwy,38.974205,-76.995227,1253,129
32413,Rhode Island Ave & 39th St / Brentwood Arts Exchange,38.939271,-76.955047,2931,477
32414,Riggs Rd & East West Hwy,38.9725,-76.9807,1718,348
32415,Tanger Outlets,38.7968,-77.0026,5382,1435
32416,Chillum Rd & Riggs Rd / Riggs Plaza,38.961737,-76.995922,4089,252
32417,Hyattsville Library / Adelphi Rd & Toledo Rd,38.9698,-76.9493,1160,146
32600,Meridian High School / Haycock Rd & Leesburg Pike,38.895172,-77.190275,2243,201
32601,State Theatre / Park Pl & N Washington St,38.882746,-77.170032,1323,52
32602,N Oak St & W Broad St,38.88837,-77.179832,2916,334
32603,Pennsylvania Ave & Park Ave,38.887403,-77.176992,2427,313
32604,E Fairfax St & S Washington St,38.880612,-77.171891,1994,172
32606,N Roosevelt St & Roosevelt Blvd,38.878085,-77.153953,4056,398
32605,W Broad St & Little Falls St,38.883601,-77.173438,2614,167
32607,S Maple Ave & S Washington St,38.87972,-77.178408,2884,416
32608,Falls Church City Hall / Park Ave & Little Falls St,38.885434,-77.173605,2078,152
32609,W Columbia St & N Washington St,38.885621,-77.166917,2770,254
32232,West Falls Church Metro,38.9001,-77.1887,1428,88
32233,Jones Branch Drive & Scotts Crossing Rd,38.928502,-77.215624,636,90
31419,Georgia Ave & Morton St NW,38.932128,-77.0235,31135,508
32234,Merrilee Dr & Lauren Elizabeth Lane,38.879355,-77.230681,2587,596
32235,Merrifield Cinema & Merrifield Town Center,38.870093,-77.22997,3613,804
31526,Rhode Island & Montana Ave NE,38.9243,-76.9859,4850,251
31130,7th & S St NW,38.9142043187298,-77.0221745967865,35339,540
31527,North Capitol & R St NE,38.912524,-77.008798,27680,508
31420,17th & Upshur St NW,38.942146,-77.038684,6845,412
31421,Grant Circle,38.942024743273045,-77.01822102069855,9585,411
31131,14th & Otis Pl NW,38.934405,-77.032687,31163,693
31528,John McCormack Rd NE,38.938889,-76.997226,6043,425
32418,West Hyattsville Metro,38.955349,-76.968084,4268,725
32419,Capitol Heights Metro,38.888524,-76.913188,706,167
32420,Prince George's Plaza Metro,38.965742,-76.954803,3599,297
32421,Riverdale Park Town Center,38.962119,-76.935578,4764,1168
32422,The Mall at Prince Georges,38.968842,-76.954171,3204,379
32084,Wheaton Library & Community Rec Center,39.0473228,-77.0510969,738,150
31529,Edgewood Rec Center,38.924144,-77.002098,13595,514
31660,8th & K St NE,38.90273216425078,-76.99514991079923,18192,583
31716,Kingman Island/The Fields at RFK,38.89595455700754,-76.9678448436025,13276,2124
31717,Kenilworth Terrace & Hayes St. NE,38.90046848783359,-76.9472873210907,2167,441
32423,National Harbor Carousel,38.7859,-77.0167,12529,4518
31824,Valley Ave & Wheeler Rd SE,38.83664578175751,-76.99358886515256,1564,332
31718,Ridge Rd Community Center,38.87622744575148,-76.94098126958124,279,45
31825,Fort Stanton Rec Center,38.85736903758752,-76.97768801437633,439,29
31325,Reservoir Rd & 38th St NW,38.91261359469192,-77.07432264076488,23638,668
31127,22nd & H St NW,38.89892546716842,-77.04885238395946,74926,1877
31661,8th & H St NE,38.899941626884754,-76.99489653110504,21801,557
31326,Hardy Rec Center,38.90970086204467,-77.08564639091492,6859,420
32085,The Shoppes @ Burnt Mills,39.0313141,-77.0041217,575,82
32086,Briggs Chaney & Castle Dr,39.081638,-76.945495,819,259
32087,White Oak Rec Center,39.0461435,-76.9757228,256,71
32088,Briggs Chaney Park & Ride,39.0778751,-76.9418666,1578,747
32090,Stewart & April,39.0449444,-76.9811552,496,131
32091,Stewart Ln & Old Columbia Pike,39.0456521,-76.9854381,624,195
32089,New Hampshire & Lockwood,39.0391022,-76.9918237,557,112
32092,Castle Blvd & Castle Ln,39.085314,-76.940547,997,370
32094,Oak Leaf & Lockwood,39.0379809,-76.9945391,670,195
32093,White Oak Transit Center,39.04104,-76.987125,521,137
31926,Wilson Blvd. & N. Vermont St.,38.87947660895433,-77.11456328630447,5064,320
31719,Oklahoma Ave & Benning Rd NE,38.8974996,-76.9695094,6109,703
31826,Minnesota Ave & R St SE,38.8693365,-76.978519,2699,213
32236,Vy Reston Heights,38.949008,-77.355299,936,215
31662,1st & K St NE,38.902386,-77.005649,40121,864
31927,Wheeler Ave & S. Floyd St.,38.808161,-77.100796,1144,166
31928,N. Beauregard St. & Berkley St.,38.840797,-77.108938,1664,241
31929,Mt Vernon Trail & S. Washington St.,38.7930647,-77.049436,9670,2135
31930,Eisenhower Ave & Ike Dr,38.802738,-77.0824626,1257,291
31530,Capitol Ave & Kendall St NE,38.910993,-76.985854,4195,108
31663,14th & D St SE,38.8840581,-76.9863852,20587,481
31664,Half & Water St SW,38.866277,-77.010551,6949,275
31327,14th & Q St NW,38.910674,-77.03188,35117,508
31132,13th & U St NW,38.91693645323652,-77.0296311378479,30135,534
31665,Stadium Armory Metro,38.88548252734069,-76.97718724608421,6622,241
31422,Broad Branch Rd & Northampton St NW,38.96577499342219,-77.06862643361092,1390,114
31931,N Pitt St & Montgomery St,38.81403111409755,-77.04281687736511,3187,220
31328,21st St & G st NW,38.89830173667249,-77.04691261053085,27228,780
31666,4th St & G St SW,38.881123,-77.017658,29042,995
31423,Kansas Ave & Longfellow St NW,38.958098,-77.013821,2206,103
31935,National Airport,38.852903,-77.045916,3326,76
31936,Fern St & Army Navy Dr,38.864838,-77.056873,2374,54
31937,Arlington Blvd & Ft Myer Dr,38.890863,-77.074893,4766,155
31938,23rd St S & Hayes St,38.853002,-77.059496,2483,85
31939,Wilson Blvd & N Oak St,38.895068,-77.07386,7525,203
31940,Arlington Blvd & Fairfax Dr,38.88625606692058,-77.08426237106323,3868,152
31667,2nd & V St SW / James Creek Marina,38.863743,-77.013814,6716,302
31668,1st St & Potomac Ave SE,38.871841,-77.00591,15525,591
31133,20th & Columbia Rd NW,38.918036,-77.045487,17072,399
31669,3rd & M st SE,38.876823,-77.002161,9972,221
31671,53rd & D St SE/C.W. Harris Elementary,38.883318,-76.925315,228,20
31941,N Hampton Dr & Ford Ave,38.837306,-77.106111,600,88
31942,Whiting & Lane Dr,38.809709,-77.135788,259,68
31943,N Howard St & Taney Ave,38.815842,-77.110014,637,181
31720,Anacostia Roller Skating Pavillion,38.878771,-76.97093,5304,1330
31944,S Clark St & 33rd St,38.845028,-77.051956,2477,154
31945,Columbia Pike & S Greenbrier St,38.854019,-77.118106,1415,117
31946,Kenmore Ave & Seminary Rd,38.828887,-77.110588,436,74
31947,Rosslyn Metro / Wilson Blvd & N Moore St,38.896086906318665,-77.07145214080809,10691,253
32424,Roosevelt Center & Crescent Rd,39.00031,-76.878005,447,174
32425,Crescent Rd & Ridge Rd,39.006191,-76.891247,262,73
32426,Greenbelt Station Parkway,39.002459,-76.916243,727,323
32237,Baron Cameron Ave & North Hampton Ave,38.966344,-77.359341,318,48
32238,Ridge Heights Rd & Seahawks Dr,38.936061,-77.337775,222,34
32239,Becontree Ln & Goldenrain Ct,38.966848,-77.329282,147,51
32240,Ring Rd & North Shore Dr,38.970807,-77.326761,178,55
32241,Reston Pkwy & Bennington Woods Rd,38.973625,-77.351837,277,50
32242,Inlet Ct & Wiehle Dr,38.965979,-77.334359,57,12
32243,Fairway Dr & Hook Rd,38.963314,-77.342546,91,7
32244,Vantage Hill Rd & Wainwright Dr,38.9667,-77.348487,46,10
32245,Links Dr & Wedge Dr,38.959025,-77.339295,154,45
32246,Golf Course Sq and Golf Course Dr,38.944013,-77.353552,429,35
32247,South Lakes Dr and Reston Pkwy,38.94335,-77.362304,156,24
32248,Olde Crafts Dr and Cartwright Pl,38.938797,-77.354067,163,18
32249,Green Range Dr and Glade Dr,38.93714618600706,-77.36786842346191,148,33
32250,South Gate Community Center,38.941496,-77.366499,398,133
32251,Lake Newport Rd and Autumn Ridge Cir,38.97850255151454,-77.35345423221588,237,40
32252,Ridge Heights and Owl Cove Ln,38.933923,-77.331653,336,47
32253,Soapstone Dr Convenience Center,38.93051,-77.345874,143,26
31949,Columbia Pike & S Scott St/12th St S,38.863556,-77.077201,678,36
31827,St. Elizabeths West Campus/DHSÂ ,38.853124,-77.005174,666,3
31950,Long Bridge Aquatic Center,38.87056104566178,-77.04409494996071,1509,81
31951,8th Rd & S Frederick St,38.857049,-77.116339,122,11
31531,MBT & Bryant St NE,38.92240364115446,-76.9960230588913,7950,271
31952,N Howard St & N Imboden St,38.818509,-77.105564,38,5
32255,Hartland Rd & Harte Pl,38.878601,-77.222808,136,37
32256,North Village and Park Garden,38.983199,-77.341823,81,18
32900,Motivate BX Tech Office,38.964406,-77.010759,755,377
32901,6035 Warehouse,38.96381,-77.010266,861,9
32902,Motivate Office,38.963632551740446,-77.01025485992432,28,7
32906,Warehouse Test Station,38.963632551740446,-77.01025485992432,8,
32047,Rockville Metro West,39.084379,-77.146866,5936,192
31932,Van Dorn Metro,38.8000766,-77.1299434,67,5
31933,Duke St & Strand (Robinson Terminal),38.801947,-77.040293,1958,283
31948,W&OD Trail & Langston Blvd,38.88715,-77.16212,583,43
31134,8th & V St NW,38.917716,-77.022684,8501,150
31330,17th & P St NW,38.909858,-77.038566,15384,224
31331,Arizona Ave & MacArthur Blvd NW,38.927294,-77.103662,636,31
31332,11th & V st NW,38.918199,-77.027171,6757,113
31532,4th & Florida Ave NE,38.90731645057457,-77.00069814920425,17334,291
31953,S Pickett St & Shillings St,38.804486,-77.132334,238,54
31954,S Jordan St & Venable St,38.811361,-77.109975,92,18
31955,King St & Peyton St,38.806002,-77.055911,471,30
31672,10th & H St NE,38.899984,-76.992725,3956,108
31956,Reed and Edison,38.83728,-77.060899,158,5
31957,King St & Kenwood Ave,38.824793,-77.085066,57,3
31958,S Washington St & Wilkes St,38.800703,-77.048043,250,23
31959,Main Line Blvd & E Glebe,38.832431,-77.049772,1465,49
31960,Commonwealth and Reed,38.8368376462948,-77.05727398395538,816,66
31961,Fillmore & Bisdorf,38.83863,-77.116206,51,11
31962,King St & W Braddock Rd,38.827674,-77.088985,67,6
31963,Holmes Run Pkwy & N Pickett St,38.814305,-77.11893,300,97
31964,Virginia Theological Seminary,38.820152,-77.093879,55,8
31966,Duke St & Jordan St,38.812187,-77.10994,89,18
31967,S Reynolds St & Edsall Rd,38.809607,-77.128908,64,11
31968,King St & N Pitt St,38.8048011316311,-77.04467564821243,872,43
31969,Braddock Rd Metro South,38.813474,-77.053734,912,19
31135,16th & Harvard St NW,38.926102,-77.03665,2982,64
31970,First St & Fayette St,38.817019,-77.050105,219,27
31971,Penrose Sq/Columbia Pike & S Barton St,38.863508,-77.084259,164,9
